playedAt,albumID,albumName,albumReleaseDate,durationMs,trackID,trackName,trackPopularity,artistID,artistName,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genres,artistPopularity,followers,trackHashID,hashID
2022-07-05 17:30:19.037000-04:00,0o1uFxZ1VTviqvNaYkTJek,The Freewheelin' Bob Dylan,1963-05-27,165426,18GiV1BaXzPVYpp9rmOg0E,Blowin' in the Wind,68,74ASZWbe4lXaubB36ztrGX,Bob Dylan,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,4,"['classic rock', 'country rock', 'folk', 'folk rock', 'indie r&b', 'rock', 'roots rock', 'singer-songwriter']",70,5750500,2022070517301918GiV1BaXzPVYpp9rmOg0E,2022070517301918GiV1BaXzPVYpp9rmOg0E74ASZWbe4lXaubB36ztrGX
2022-07-05 17:27:32.595000-04:00,3BSOiAas8BpJOii3kCPyjV,Vs.,1993-10-19,234333,53eJFr4Mfbw5PXJ01K6cFw,Daughter - Remastered,69,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,0.615,0.702,7,-9.686,1,0.0278,0.00746,0.00431,0.0608,0.734,96.987,4,"['grunge', 'permanent wave', 'rock']",73,7592122,2022070517273253eJFr4Mfbw5PXJ01K6cFw,2022070517273253eJFr4Mfbw5PXJ01K6cFw1w5Kfo2jwwIPruYS2UWh56
2022-07-05 14:53:41.714000-04:00,1WJ3UbOi2QYGuRgXCc9FIV,Jeremy,1991,303586,3bE5slaVEfaDreqARl6k4M,Yellow Ledbetter,71,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,0.504,0.354,4,-11.3,1,0.0339,0.29,4.71e-06,0.157,0.292,140.87,4,"['grunge', 'permanent wave', 'rock']",73,7592122,202207051453413bE5slaVEfaDreqARl6k4M,202207051453413bE5slaVEfaDreqARl6k4M1w5Kfo2jwwIPruYS2UWh56
2022-07-05 17:23:37.565000-04:00,4GLxEXWI3JiRKp6H7bfTIK,Cosmo's Factory (Expanded Edition),1970-07-25,152453,3RTUfvRgq3pYTf7XY0FIcS,Lookin' Out My Back Door,68,3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,0.745,0.656,10,-6.393,1,0.0405,0.188,0.00337,0.0941,0.858,105.318,4,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']",75,5135887,202207051723373RTUfvRgq3pYTf7XY0FIcS,202207051723373RTUfvRgq3pYTf7XY0FIcS3IYUhFvPQItj6xySrBmZkd
2022-07-05 17:21:04.333000-04:00,1Vze7jtjAVQOdIIQ8oO2X7,Garbage (20th Anniversary Deluxe Edition/Remastered),1995,236533,1IsGA5ceSC4a5nxgAEYnQd,Only Happy When It Rains,57,6S0GHTqz5sxK5f9HtLXn9q,Garbage,0.511,0.827,1,-4.55,0,0.0323,3.77e-05,0.00103,0.208,0.486,121.459,4,"['alternative dance', 'alternative rock', 'dance pop', 'dance rock', 'electronic rock', 'lilith', 'permanent wave', 'pop rock', 'rock']",57,1010664,202207051721041IsGA5ceSC4a5nxgAEYnQd,202207051721041IsGA5ceSC4a5nxgAEYnQd6S0GHTqz5sxK5f9HtLXn9q
2022-07-05 17:17:06.833000-04:00,1nWr5gdlIKa7D5IvjtVC1q,Hello I Love You,2018-07-31,136173,73uTAbsl0iwA2Aj0d4oCPp,"Hello, I Love You - 2018 Remaster",42,22WZ7M8sxp5THdruNY3gXt,The Doors,0.63,0.524,2,-13.34,1,0.0391,0.00921,0.0,0.0933,0.961,118.187,4,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']",71,6728760,2022070517170673uTAbsl0iwA2Aj0d4oCPp,2022070517170673uTAbsl0iwA2Aj0d4oCPp22WZ7M8sxp5THdruNY3gXt
2022-07-05 17:14:49.813000-04:00,1W5CtQ7Ng0kP3lXyz7PIT2,In Through the out Door (Remaster),1979-08-15,353720,5hhVpGIBlqAU5yJEOmrk5o,All My Love - Remaster,64,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,0.554,0.791,7,-8.326,1,0.0288,0.113,1.76e-05,0.166,0.697,91.108,4,"['album rock', 'classic rock', 'hard rock', 'rock']",75,12332005,202207051714495hhVpGIBlqAU5yJEOmrk5o,202207051714495hhVpGIBlqAU5yJEOmrk5o36QJpDe2go2KgaRleHCDTp
2022-07-05 17:08:55.399000-04:00,0lw68yx3MhKflWFqCsGkIs,Black Holes and Revelations,2006-06-19,240213,3skn2lauGk7Dx6bVIt5DVj,Starlight,74,12Chz98pHFMPJEknJQMWvI,Muse,0.55,0.874,4,-4.046,1,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,4,"['modern rock', 'permanent wave', 'rock']",74,7061485,202207051708553skn2lauGk7Dx6bVIt5DVj,202207051708553skn2lauGk7Dx6bVIt5DVj12Chz98pHFMPJEknJQMWvI
2022-07-05 17:04:54.603000-04:00,1LaeNhiUpL3X6N0LcFvuDF,Little Queen,1977-05-14,261933,4KfSdst7rW39C0sfhArdrz,Barracuda,74,34jw2BbxjoYalTp8cJFCPv,Heart,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,4,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",65,1995663,202207051704544KfSdst7rW39C0sfhArdrz,202207051704544KfSdst7rW39C0sfhArdrz34jw2BbxjoYalTp8cJFCPv
2022-07-05 17:00:32.307000-04:00,0BwWUstDMUbgq2NYONRqlu,Rumours (Super Deluxe),1977-02-04,200813,6DrXZwTuhl5Ow4mcmSWjME,Songbird - 2004 Remaster,53,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,0.389,0.0851,5,-15.477,1,0.0346,0.982,0.00187,0.101,0.364,184.298,4,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",78,8417811,202207051700326DrXZwTuhl5Ow4mcmSWjME,202207051700326DrXZwTuhl5Ow4mcmSWjME08GQAI4eElDnROBrJRGE0X
2022-07-05 16:57:10.859000-04:00,6Xvc1TfpVEhDeHhmTQEtp0,White Blood Cells,2001-07-03,140178,13lZDbwonGhOflQLQIfdtZ,We're Going to Be Friends,66,4F84IBURUo98rz4r61KF70,The White Stripes,0.534,0.441,7,-5.752,1,0.0303,0.661,0.0,0.0934,0.439,97.009,4,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",69,2705089,2022070516571013lZDbwonGhOflQLQIfdtZ,2022070516571013lZDbwonGhOflQLQIfdtZ4F84IBURUo98rz4r61KF70
2022-07-05 16:54:50.114000-04:00,32OhZ2CWxc259H9w52JMTH,The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016,2019-03-01,261813,5yAu4njFSdM47dfsTkQPZ2,Runnin' Down A Dream,70,2UZMlIwnkgAEDBsw1Rejkn,Tom Petty,0.471,0.956,9,-6.371,1,0.0403,0.000596,0.62,0.624,0.715,169.798,4,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",68,1968917,202207051654505yAu4njFSdM47dfsTkQPZ2,202207051654505yAu4njFSdM47dfsTkQPZ22UZMlIwnkgAEDBsw1Rejkn
2022-07-05 16:43:28.754000-04:00,1UsmQ3bpJTyK6ygoOOjG1r,Speakerboxxx/The Love Below,2003,235213,2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,82,1G9G7WwrXka3Z1r7aIDjI7,Outkast,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,4,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']",73,1985604,202207051643282PpruBYCo4H7WOBJ7Q2EwM,202207051643282PpruBYCo4H7WOBJ7Q2EwM1G9G7WwrXka3Z1r7aIDjI7
2022-07-05 16:32:51.351000-04:00,3O5p9VNddbwvqWTdYKEqV5,Beauty and the Beast,1991-01-01,138986,6mDxu0xwhv5tn1oMTNUypu,"Something There - From ""Beauty and the Beast""/Soundtrack Version",54,3QcGV278a6mmLRTOK29WBP,Robby Benson,0.588,0.325,1,-10.926,1,0.0374,0.836,1.16e-06,0.127,0.569,126.127,4,"['disney', 'movie tunes']",42,1810,202207051632516mDxu0xwhv5tn1oMTNUypu,202207051632516mDxu0xwhv5tn1oMTNUypu3QcGV278a6mmLRTOK29WBP
2022-07-05 16:32:51.351000-04:00,3O5p9VNddbwvqWTdYKEqV5,Beauty and the Beast,1991-01-01,138986,6mDxu0xwhv5tn1oMTNUypu,"Something There - From ""Beauty and the Beast""/Soundtrack Version",54,5i2OpmeVKsmViqoETxuOvO,Jerry Orbach,0.588,0.325,1,-10.926,1,0.0374,0.836,1.16e-06,0.127,0.569,126.127,4,"['broadway', 'show tunes', 'vintage broadway']",50,3990,202207051632516mDxu0xwhv5tn1oMTNUypu,202207051632516mDxu0xwhv5tn1oMTNUypu5i2OpmeVKsmViqoETxuOvO
2022-07-05 16:32:51.351000-04:00,3O5p9VNddbwvqWTdYKEqV5,Beauty and the Beast,1991-01-01,138986,6mDxu0xwhv5tn1oMTNUypu,"Something There - From ""Beauty and the Beast""/Soundtrack Version",54,7oavKrnYbTZPAPq7zCuipM,Paige O'Hara,0.588,0.325,1,-10.926,1,0.0374,0.836,1.16e-06,0.127,0.569,126.127,4,['movie tunes'],47,7813,202207051632516mDxu0xwhv5tn1oMTNUypu,202207051632516mDxu0xwhv5tn1oMTNUypu7oavKrnYbTZPAPq7zCuipM
2022-07-05 16:32:51.351000-04:00,3O5p9VNddbwvqWTdYKEqV5,Beauty and the Beast,1991-01-01,138986,6mDxu0xwhv5tn1oMTNUypu,"Something There - From ""Beauty and the Beast""/Soundtrack Version",54,0LtVJXnPR8msCJiE2DjHxy,Angela Lansbury,0.588,0.325,1,-10.926,1,0.0374,0.836,1.16e-06,0.127,0.569,126.127,4,"['hollywood', 'movie tunes', 'show tunes']",53,25639,202207051632516mDxu0xwhv5tn1oMTNUypu,202207051632516mDxu0xwhv5tn1oMTNUypu0LtVJXnPR8msCJiE2DjHxy
2022-07-05 16:32:51.351000-04:00,3O5p9VNddbwvqWTdYKEqV5,Beauty and the Beast,1991-01-01,138986,6mDxu0xwhv5tn1oMTNUypu,"Something There - From ""Beauty and the Beast""/Soundtrack Version",54,0N0dbr5s2y20PAo2cDAeVP,David Ogden Stiers,0.588,0.325,1,-10.926,1,0.0374,0.836,1.16e-06,0.127,0.569,126.127,4,"['disney', 'movie tunes']",46,4231,202207051632516mDxu0xwhv5tn1oMTNUypu,202207051632516mDxu0xwhv5tn1oMTNUypu0N0dbr5s2y20PAo2cDAeVP
2022-07-05 16:32:51.351000-04:00,3O5p9VNddbwvqWTdYKEqV5,Beauty and the Beast,1991-01-01,138986,6mDxu0xwhv5tn1oMTNUypu,"Something There - From ""Beauty and the Beast""/Soundtrack Version",54,3xvaSlT4xsyk6lY1ESOspO,Disney,0.588,0.325,1,-10.926,1,0.0374,0.836,1.16e-06,0.127,0.569,126.127,4,[],79,175926,202207051632516mDxu0xwhv5tn1oMTNUypu,202207051632516mDxu0xwhv5tn1oMTNUypu3xvaSlT4xsyk6lY1ESOspO
2022-07-05 16:28:26.260000-04:00,089oyV5caclve3ap934iRw,Sinner,2001-01-01,254200,3ENHpbTuY72FukZbwGP6bc,Tear Away,64,1E4r4z7ivGUcSAnCbINJ9v,Drowning Pool,0.611,0.648,0,-4.579,1,0.0441,0.00055,0.0028,0.0846,0.457,132.983,4,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",60,1668763,202207051628263ENHpbTuY72FukZbwGP6bc,202207051628263ENHpbTuY72FukZbwGP6bc1E4r4z7ivGUcSAnCbINJ9v
2022-07-05 16:13:44.411000-04:00,0TDJRkEr2SrhWTetdkEzED,Lupe Fiasco's Food & Liquor,2006-06-27,238680,3j1UrSXCeWYa5ltei4ZAxt,I Gotcha,41,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,0.632,0.731,1,-4.191,1,0.262,0.0826,0.0,0.0514,0.785,89.483,4,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",66,1757490,202207051613443j1UrSXCeWYa5ltei4ZAxt,202207051613443j1UrSXCeWYa5ltei4ZAxt01QTIT5P1pFP3QnnFSdsJf
2022-07-05 15:09:35.460000-04:00,3REUXdj5OPKhuDTrTtCBU0,1984 (Remastered),1984-01-04,241599,7N3PAbqfTjSEU1edb2tY8j,Jump - 2015 Remaster,79,2cnMpRsOVqtPMfq7YiFE6K,Van Halen,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,4,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",71,4821050,202207051509357N3PAbqfTjSEU1edb2tY8j,202207051509357N3PAbqfTjSEU1edb2tY8j2cnMpRsOVqtPMfq7YiFE6K
2022-07-05 14:56:18.667000-04:00,21KIagsx1ZvYcv0sVkEAWv,Coming Home (Deluxe),2015-06-23,156600,7wwkhCE1rHAHxpfu5TtvDa,There She Goes,42,3qnGvpP8Yth1AqSBMqON5x,Leon Bridges,0.66,0.693,0,-6.764,1,0.0654,0.374,0.0,0.299,0.923,145.019,4,['modern blues'],70,1415362,202207051456187wwkhCE1rHAHxpfu5TtvDa,202207051456187wwkhCE1rHAHxpfu5TtvDa3qnGvpP8Yth1AqSBMqON5x
2022-07-05 14:39:43.930000-04:00,5jkwdY6jS1Hzi8epr6HW7h,Ghost In The Machine (Remastered 2003),1981-10-02,260573,44aTAUBF0g6sMkMNE8I5kd,Every Little Thing She Does Is Magic,74,5NGO30tJxFlKixkPSgXcFE,The Police,0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,4,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",73,4985680,2022070514394344aTAUBF0g6sMkMNE8I5kd,2022070514394344aTAUBF0g6sMkMNE8I5kd5NGO30tJxFlKixkPSgXcFE
2022-07-05 14:35:22.560000-04:00,6r7LZXAVueS5DqdrvXJJK7,Paranoid (Remaster),1970-09-18,355303,3IOQZRcEkplCXg6LofKqE9,Iron Man - 2012 - Remaster,67,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,0.427,155.587,4,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",71,6278219,202207051435223IOQZRcEkplCXg6LofKqE9,202207051435223IOQZRcEkplCXg6LofKqE95M52tdBnJaKSvOpJGz8mfZ
2022-07-05 14:26:27.801000-04:00,5WupqgR68HfuHt3BMJtgun,Goodbye Yellow Brick Road (Remastered),1973-10-05,295466,12yHvSYFXI7PGzNecUvIDu,Saturday Night’s Alright (For Fighting) - Remastered 2014,69,3PhoLpVuITZKcymswpck5b,Elton John,0.513,0.979,0,-6.362,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875,4,"['glam rock', 'mellow gold', 'piano rock']",82,9593174,2022070514262712yHvSYFXI7PGzNecUvIDu,2022070514262712yHvSYFXI7PGzNecUvIDu3PhoLpVuITZKcymswpck5b
2022-07-05 14:21:32.536000-04:00,02w1xMzzdF2OJxTeh1basm,Fallen,2003-03-04,235893,0COqiPhxzoWICwFCS4eZcp,Bring Me To Life,81,5nGIFgo0shDenQYSE0Sn7c,Evanescence,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,4,['alternative metal'],69,3463796,202207051421320COqiPhxzoWICwFCS4eZcp,202207051421320COqiPhxzoWICwFCS4eZcp5nGIFgo0shDenQYSE0Sn7c
2022-07-05 12:36:17.016000-04:00,2pkv3nrNrwtUdT8VNWwt5U,Up Your Alley,1988-05-23,246800,2HXixVqzzm9rEUIMAWzshl,I Hate Myself for Loving You,69,1Fmb52lZ6Jv7FMWXXTPO3K,Joan Jett & the Blackhearts,0.611,0.882,9,-11.225,1,0.0538,0.0847,1.08e-06,0.192,0.605,117.932,4,"['glam punk', 'rock']",63,606160,202207051236172HXixVqzzm9rEUIMAWzshl,202207051236172HXixVqzzm9rEUIMAWzshl1Fmb52lZ6Jv7FMWXXTPO3K
2022-07-05 11:55:29.388000-04:00,4piJq7R3gjUOxnYs6lDCTg,Hot Fuss,2004,222973,003vvx7Niy0yvhvHt4a68B,Mr. Brightside,85,0C0XlULifJtAgn6ZNCW2eu,The Killers,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",76,6577717,20220705115529003vvx7Niy0yvhvHt4a68B,20220705115529003vvx7Niy0yvhvHt4a68B0C0XlULifJtAgn6ZNCW2eu
2022-07-05 08:17:30.437000-04:00,3Xiz5kq12VOzTw9Kun7m0f,Cars (Original Motion Picture Soundtrack),2006-01-01,247400,72V7HVj71eNXogp7y4gfVw,Our Town,54,0vn7UBvSQECKJm2817Yf1P,James Taylor,0.469,0.269,2,-11.819,1,0.0287,0.882,0.000402,0.123,0.113,111.815,4,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",66,2051230,2022070508173072V7HVj71eNXogp7y4gfVw,2022070508173072V7HVj71eNXogp7y4gfVw0vn7UBvSQECKJm2817Yf1P
2022-07-05 08:04:53.092000-04:00,4DkCDgZJNNeGRA3xyKYMPQ,Blue's Sing-Along Spectacular,2020-07-03,59300,5XWMQOTeixlKKYrfnWvEmD,How To Play Blue's Clues - Extended,43,40mye8b6PC8ef8GSFgWscG,Blue's Clues & You,0.852,0.595,7,-6.219,1,0.0828,0.163,0.0,0.307,0.928,105.229,4,"[""preschool children's music""]",40,9716,202207050804535XWMQOTeixlKKYrfnWvEmD,202207050804535XWMQOTeixlKKYrfnWvEmD40mye8b6PC8ef8GSFgWscG
2022-07-05 07:05:57.625000-04:00,4DkCDgZJNNeGRA3xyKYMPQ,Blue's Sing-Along Spectacular,2020-07-03,20500,25GgrQAy8J3BxU2H6MVhjH,We Just Got An Email,1,40mye8b6PC8ef8GSFgWscG,Blue's Clues & You,0.971,0.508,2,-7.021,1,0.0984,0.412,0.0,0.0843,0.0,126.892,4,"[""preschool children's music""]",40,9716,2022070507055725GgrQAy8J3BxU2H6MVhjH,2022070507055725GgrQAy8J3BxU2H6MVhjH40mye8b6PC8ef8GSFgWscG
2022-07-05 08:03:53.966000-04:00,3Xiz5kq12VOzTw9Kun7m0f,Cars (Original Motion Picture Soundtrack),2006-01-01,200733,45dGKmN6jw7PgK6Dw2rEp2,Real Gone,68,4TKTii6gnOnUXQHyuo9JaD,Sheryl Crow,0.608,0.785,11,-5.346,0,0.0472,0.00173,0.0,0.0762,0.806,117.983,4,"['lilith', 'mellow gold', 'new wave pop', 'permanent wave', 'pop rock', 'rock']",65,916007,2022070508035345dGKmN6jw7PgK6Dw2rEp2,2022070508035345dGKmN6jw7PgK6Dw2rEp24TKTii6gnOnUXQHyuo9JaD
2022-07-05 07:20:04.917000-04:00,47lgREYotnsiuddvu6dXlk,Vivo (Original Motion Picture Soundtrack),2021-08-06,142388,2FmFDDnB387rOvN3hpcXuc,My Own Drum,57,6aad6OBNeoM24jAZus4LkV,Ynairaly Simo,0.792,0.938,10,-3.421,0,0.163,0.256,0.00254,0.0665,0.616,106.032,4,[],46,8951,202207050720042FmFDDnB387rOvN3hpcXuc,202207050720042FmFDDnB387rOvN3hpcXuc6aad6OBNeoM24jAZus4LkV
2022-07-05 07:08:40.648000-04:00,64Ky1tqKPfwxhJs6msphWd,9 To 5 And Odd Jobs,1980,162466,4w3tQBXhn5345eUXDGBWZG,9 to 5,77,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,4,"['classic country pop', 'country', 'country dawn']",69,1825518,202207050708404w3tQBXhn5345eUXDGBWZG,202207050708404w3tQBXhn5345eUXDGBWZG32vWCbZh0xZ4o9gkz4PsEU
2022-07-05 07:05:36.401000-04:00,6pZj4nvx6lV3ulIK3BSjvs,Moana (Original Motion Picture Soundtrack/Deluxe Edition),2016-11-18,130173,29GNq0bPjVrqpISQGwj8Yx,Logo Te Pate,60,759h9uEwoHm8KKq1pGI9RH,Opetaia Foa'i,0.73,0.804,11,-7.183,1,0.0636,0.27,5.45e-05,0.0699,0.897,137.899,4,[],57,6166,2022070507053629GNq0bPjVrqpISQGwj8Yx,2022070507053629GNq0bPjVrqpISQGwj8Yx759h9uEwoHm8KKq1pGI9RH
2022-07-05 07:05:36.401000-04:00,6pZj4nvx6lV3ulIK3BSjvs,Moana (Original Motion Picture Soundtrack/Deluxe Edition),2016-11-18,130173,29GNq0bPjVrqpISQGwj8Yx,Logo Te Pate,60,1pWI82eP8iDTu7T49p1VHK,Talaga Steve Sale,0.73,0.804,11,-7.183,1,0.0636,0.27,5.45e-05,0.0699,0.897,137.899,4,[],43,178,2022070507053629GNq0bPjVrqpISQGwj8Yx,2022070507053629GNq0bPjVrqpISQGwj8Yx1pWI82eP8iDTu7T49p1VHK
